date,transect,type,start_cm,stop_cm
7/20/2022,t58,vex,2030,2085
7/20/2022,t58,cave,2085,2180
7/20/2022,t58,vex,2180,2225
7/20/2022,t58,cave,2225,2375
7/20/2022,t58,vex,2375,2550
7/20/2022,t58,flat,2550,3300
7/20/2022,t58,cave,3300,3395
7/20/2022,t58,vex,3395,3415
7/20/2022,t58,flat,3415,3480
7/20/2022,t58,vex,3480,3515
7/20/2022,t58,cave,3515,3740
7/20/2022,t58,vex,3740,3770
7/20/2022,t58,cave,3770,3810
7/20/2022,t58,vex,3810,3865
7/20/2022,t58,flat,3865,4065
7/20/2022,t58,vex,4065,4125
7/20/2022,t58,flat,4125,4620
7/20/2022,t58,vex,4620,4820
7/20/2022,t58,flat,4820,7305
7/20/2022,t58,vex,7305,7760
7/20/2022,t58,flat,7760,8795
7/20/2022,t58,vex,8795,8840
7/20/2022,t58,flat,8840,9790
7/20/2022,t58,cave,9790,10000
7/21/2022,t17,vex,0,260
7/21/2022,t17,flat,260,450
7/21/2022,t17,vex,450,475
7/21/2022,t17,flat,475,650
7/21/2022,t17,cave,650,840
7/21/2022,t17,flat,840,1670
7/21/2022,t17,vex,1670,1775
7/21/2022,t17,flat,1775,2610
7/21/2022,t17,vex,2610,2695
7/21/2022,t17,flat,2695,3160
7/21/2022,t17,cave,3160,3355
7/21/2022,t17,vex,3355,3400
7/21/2022,t17,flat,3400,4080
7/21/2022,t17,vex,4080,4170
7/21/2022,t17,flat,4170,4475
7/21/2022,t17,vex,4475,4805
7/21/2022,t17,flat,4805,5660
7/21/2022,t17,vex,5660,5980
7/21/2022,t17,cave,5980,6340
7/21/2022,t17,flat,6340,6850
7/21/2022,t17,vex,6850,6915
7/21/2022,t17,flat,6915,7075
7/21/2022,t17,vex,7075,7145
7/21/2022,t17,flat,7145,7250
7/21/2022,t17,cave,7250,7580
7/21/2022,t17,vex,7580,7920
7/21/2022,t17,cave,7920,8210
7/21/2022,t17,flat,8210,8820
7/21/2022,t17,vex,8820,8915
7/21/2022,t17,flat,8915,9485
7/21/2022,t17,vex,9485,9535
7/21/2022,t17,flat,9535,9900
7/21/2022,t17,cave,9900,10000
7/21/2022,t59,vex,0,120
7/21/2022,t59,flat,120,1700
7/21/2022,t59,vex,1700,1820
7/21/2022,t59,flat,1820,2270
7/21/2022,t59,vex,2270,2310
7/21/2022,t59,flat,2310,2490
7/21/2022,t59,vex,2490,2530
7/21/2022,t59,flat,2530,2640
7/21/2022,t59,vex,2640,2730
7/21/2022,t59,flat,2730,3390
7/21/2022,t59,vex,3390,3435
7/21/2022,t59,flat,3435,3510
7/21/2022,t59,vex,3510,3560
7/21/2022,t59,flat,3560,3970
7/21/2022,t59,cave,3970,4080
7/21/2022,t59,vex,4080,4135
7/21/2022,t59,cave,4135,4505
7/21/2022,t59,vex,4505,4540
7/21/2022,t59,flat,4540,5795
7/21/2022,t59,vex,5795,5825
7/21/2022,t59,flat,5825,6605
7/21/2022,t59,vex,6605,6680
7/21/2022,t59,flat,6680,10000
7/25/2022,t72,vex,0,80
7/25/2022,t72,flat,80,1060
7/25/2022,t72,vex,1060,1130
7/25/2022,t72,flat,1130,1510
7/25/2022,t72,cave,1510,1590
7/25/2022,t72,flat,1590,2155
7/25/2022,t72,vex,2155,2570
7/25/2022,t72,flat,2570,3130
7/25/2022,t72,vex,3130,3330
7/25/2022,t72,flat,3330,4440
7/25/2022,t72,cave,4440,4460
7/25/2022,t72,flat,4460,4600
7/25/2022,t72,cave,4600,4655
7/25/2022,t72,flat,4655,5285
7/25/2022,t72,vex,5285,5330
7/25/2022,t72,cave,5330,5350
7/25/2022,t72,flat,5350,5380
7/25/2022,t72,cave,5380,5400
7/25/2022,t72,flat,5400,5955
7/25/2022,t72,cave,5955,5975
7/25/2022,t72,vex,5975,6120
7/25/2022,t72,flat,6120,6320
7/25/2022,t72,cave,6320,6350
7/25/2022,t72,vex,6350,6470
7/25/2022,t72,flat,6470,7220
7/25/2022,t72,cave,7220,8430
7/25/2022,t72,vex,8430,8640
7/25/2022,t72,flat,8640,9750
7/25/2022,t72,vex,9750,9960
7/25/2022,t72,flat,9960,10000
