date,transect,location_cm
5/31/2022,t61,3274
5/31/2022,t61,3379
5/31/2022,t61,3467
5/31/2022,t61,7229
5/31/2022,t61,7236
5/31/2022,t61,7252
5/31/2022,t61,7234
5/31/2022,t61,7248
5/31/2022,t61,7807
5/31/2022,t61,7882
5/31/2022,t61,8009
5/31/2022,t61,8032
5/31/2022,t61,8253
5/31/2022,t61,8201
5/31/2022,t61,8625
5/31/2022,t61,8992
5/31/2022,t61,9030
5/31/2022,t61,9804
5/31/2022,t61,9751
5/31/2022,t61,9765
5/31/2022,t62,29
5/31/2022,t62,399
5/31/2022,t62,356
5/31/2022,t62,832
5/31/2022,t62,945
5/31/2022,t62,1112
5/31/2022,t62,1975
5/31/2022,t62,2025
5/31/2022,t62,2012
5/31/2022,t62,2395
5/31/2022,t62,2422
5/31/2022,t62,2663
5/31/2022,t62,2775
5/31/2022,t62,2677
5/31/2022,t62,2661
5/31/2022,t62,2669
5/31/2022,t62,3170
5/31/2022,t62,5461
5/31/2022,t62,5648
5/31/2022,t62,6042
5/31/2022,t62,6141
5/31/2022,t62,6557
5/31/2022,t62,6545
5/31/2022,t62,6583
5/31/2022,t62,6691
5/31/2022,t62,8378
5/31/2022,t62,9793
5/31/2022,t62,9810
6/1/2022,t63,167
6/1/2022,t63,198
6/1/2022,t63,2353
6/1/2022,t63,2548
6/1/2022,t63,3032
6/1/2022,t63,3092
6/1/2022,t63,3203
6/1/2022,t63,3922
6/1/2022,t63,4564
6/1/2022,t63,4576
6/1/2022,t63,4651
6/1/2022,t63,4663
6/1/2022,t63,4714
6/1/2022,t63,4953
6/1/2022,t63,5018
6/1/2022,t63,5365
6/1/2022,t63,6565
6/1/2022,t63,6571
6/1/2022,t63,6606
6/1/2022,t63,6618
6/1/2022,t63,6624
6/1/2022,t63,6652
6/1/2022,t63,6685
6/1/2022,t63,6700
6/1/2022,t63,6738
6/1/2022,t63,6758
6/1/2022,t63,6766
6/1/2022,t63,6787
6/1/2022,t63,9182
6/1/2022,t63,9226
6/1/2022,t64,251
6/1/2022,t64,289
6/1/2022,t64,333
6/1/2022,t64,398
6/1/2022,t64,694
6/1/2022,t64,817
6/1/2022,t64,854
6/1/2022,t64,880
6/1/2022,t64,971
6/1/2022,t64,1053
6/1/2022,t64,1541
6/1/2022,t64,1610
6/1/2022,t64,2558
6/1/2022,t64,2537
6/1/2022,t64,3445
6/1/2022,t64,3498
6/1/2022,t64,3591
6/1/2022,t64,5222
6/1/2022,t64,5220
6/1/2022,t64,5265
6/1/2022,t64,5387
6/1/2022,t64,5424
6/1/2022,t64,6020
6/1/2022,t64,6756
6/1/2022,t64,6992
6/1/2022,t64,7100
6/1/2022,t64,7096
6/1/2022,t64,7106
6/1/2022,t64,7157
6/1/2022,t64,7186
6/1/2022,t64,7188
6/1/2022,t64,7216
6/1/2022,t64,7222
6/1/2022,t64,7448
6/1/2022,t64,7452
6/1/2022,t64,7542
6/1/2022,t64,8751
6/1/2022,t64,8997
6/1/2022,t64,9017
6/1/2022,t64,9040
6/1/2022,t64,9058
6/1/2022,t64,9065
6/1/2022,t64,9084
6/1/2022,t64,9093
6/1/2022,t64,9151
6/1/2022,t64,9166
6/1/2022,t64,9220
6/1/2022,t64,9225
6/1/2022,t64,9195
6/1/2022,t64,9215
6/1/2022,t64,9289
6/1/2022,t64,9867
6/1/2022,t64,9909
6/2/2022,t65,692
6/2/2022,t65,709
6/2/2022,t65,1087
6/2/2022,t65,1295
6/2/2022,t65,1619
6/2/2022,t65,3054
6/2/2022,t65,3117
6/2/2022,t65,3152
6/2/2022,t65,3159
6/2/2022,t65,3610
6/2/2022,t65,3543
6/2/2022,t65,3877
6/2/2022,t65,4138
6/2/2022,t65,4158
6/2/2022,t65,4167
6/2/2022,t65,4268
6/2/2022,t65,4280
6/2/2022,t65,5094
6/2/2022,t65,5702
6/2/2022,t65,6973
6/2/2022,t65,7574
6/2/2022,t65,7582
6/2/2022,t65,7577
6/2/2022,t65,7646
6/2/2022,t65,7653
6/2/2022,t65,7711
6/2/2022,t65,8031
6/2/2022,t65,8997
6/2/2022,t65,9087
6/2/2022,t65,9079
6/2/2022,t65,9097
6/2/2022,t65,9060
6/2/2022,t65,9095
6/2/2022,t65,9176
6/2/2022,t65,9139
6/2/2022,t65,9168
6/2/2022,t65,9444
6/2/2022,t65,9448
6/2/2022,t65,9451
6/2/2022,t65,9499
6/2/2022,t66,151
6/2/2022,t66,485
6/2/2022,t66,678
6/2/2022,t66,768
6/2/2022,t66,872
6/2/2022,t66,1663
6/2/2022,t66,1654
6/2/2022,t66,1675
6/2/2022,t66,1788
6/2/2022,t66,1788
6/2/2022,t66,1954
6/2/2022,t66,1993
6/2/2022,t66,2520
6/2/2022,t66,2779
6/2/2022,t66,2818
6/2/2022,t66,2813
6/2/2022,t66,3179
6/2/2022,t66,3453
6/2/2022,t66,3711
6/2/2022,t66,3990
6/2/2022,t66,3997
6/2/2022,t66,4065
6/2/2022,t66,4635
6/2/2022,t66,4652
6/2/2022,t66,4665
6/2/2022,t66,5497
6/2/2022,t66,5528
6/2/2022,t66,5580
6/2/2022,t66,5582
6/2/2022,t66,5686
6/2/2022,t66,5743
6/2/2022,t66,5779
6/2/2022,t66,5867
6/2/2022,t66,6134
6/2/2022,t66,6147
6/2/2022,t66,6198
6/2/2022,t66,6231
6/2/2022,t66,6588
6/2/2022,t66,7473
6/2/2022,t66,7514
6/2/2022,t66,7714
6/2/2022,t66,8004
6/2/2022,t66,8064
6/2/2022,t66,8350
6/2/2022,t66,8716
6/2/2022,t66,8837
6/2/2022,t66,8848
6/2/2022,t66,9004
6/2/2022,t66,9594
6/2/2022,t66,9694
6/2/2022,t66,9908
6/2/2022,t66,9873
6/2/2022,t66,9880
6/2/2022,t66,9922
6/6/2022,t67,36
6/6/2022,t67,160
6/6/2022,t67,183
6/6/2022,t67,182
6/6/2022,t67,190
6/6/2022,t67,180
6/6/2022,t67,739
6/6/2022,t67,781
6/6/2022,t67,809
6/6/2022,t67,1259
6/6/2022,t67,1326
6/6/2022,t67,1348
6/6/2022,t67,1371
6/6/2022,t67,2742
6/6/2022,t67,2753
6/6/2022,t67,2763
6/6/2022,t67,2760
6/6/2022,t67,2825
6/6/2022,t67,4163
6/6/2022,t67,4187
6/6/2022,t67,4305
6/6/2022,t67,4303
6/6/2022,t67,4312
6/6/2022,t67,4337
6/6/2022,t67,5747
6/6/2022,t67,5920
6/6/2022,t67,5826
6/6/2022,t67,5894
6/6/2022,t67,5921
6/6/2022,t67,5946
6/6/2022,t67,5980
6/6/2022,t67,6010
6/6/2022,t67,6014
6/6/2022,t67,6022
6/6/2022,t67,6074
6/6/2022,t67,6205
6/6/2022,t67,7045
6/6/2022,t67,7124
6/6/2022,t67,7126
6/6/2022,t67,8459
6/6/2022,t67,8579
6/6/2022,t67,8597
6/6/2022,t67,8826
6/6/2022,t67,9978
6/6/2022,t68,840
6/6/2022,t68,876
6/6/2022,t68,899
6/6/2022,t68,870
6/6/2022,t68,880
6/6/2022,t68,900
6/6/2022,t68,934
6/6/2022,t68,2313
6/6/2022,t68,2304
6/6/2022,t68,2720
6/6/2022,t68,2753
6/6/2022,t68,3688
6/6/2022,t68,4406
6/6/2022,t68,4429
6/6/2022,t68,4460
6/6/2022,t68,4423
6/6/2022,t68,4469
6/6/2022,t68,4698
6/6/2022,t68,4722
6/6/2022,t68,4748
6/6/2022,t68,7047
6/6/2022,t68,7010
6/6/2022,t68,8147
6/6/2022,t68,8213
6/6/2022,t69,5369
6/6/2022,t69,5418
6/6/2022,t69,5425
6/6/2022,t69,5535
6/6/2022,t69,5547
6/6/2022,t69,5549
6/6/2022,t69,5563
6/6/2022,t69,5571
6/6/2022,t69,5579
6/6/2022,t69,5622
6/6/2022,t69,5623
6/6/2022,t69,5613
6/6/2022,t69,5623
6/6/2022,t69,5625
6/6/2022,t69,5646
6/6/2022,t69,5643
6/6/2022,t69,5655
6/6/2022,t69,5680
6/6/2022,t69,5692
6/6/2022,t69,5772
6/6/2022,t69,5993
6/6/2022,t69,6296
6/6/2022,t69,6568
6/6/2022,t69,6602
6/6/2022,t69,6641
6/6/2022,t69,6667
6/6/2022,t69,6755
6/6/2022,t69,6958
6/6/2022,t69,7011
6/6/2022,t69,7050
6/6/2022,t69,7006
6/6/2022,t69,7074
6/6/2022,t69,7113
6/6/2022,t69,7128
6/6/2022,t69,7197
6/6/2022,t69,7234
6/6/2022,t69,7450
6/6/2022,t69,7436
6/6/2022,t69,7755
6/6/2022,t69,7885
6/6/2022,t69,8243
6/6/2022,t69,8294
6/6/2022,t69,8486
6/6/2022,t69,8553
6/7/2022,t70,968
6/7/2022,t70,1015
6/7/2022,t70,1049
6/7/2022,t70,982
6/7/2022,t70,1026
6/7/2022,t70,1039
6/7/2022,t70,1076
6/7/2022,t70,1161
6/7/2022,t70,1111
6/7/2022,t70,1346
6/7/2022,t70,1330
6/7/2022,t70,1370
6/7/2022,t70,2576
6/7/2022,t70,7303
6/7/2022,t70,7294
6/7/2022,t70,7334
6/7/2022,t70,9937
6/7/2022,t71,46
6/7/2022,t71,2974
6/7/2022,t71,3035
6/7/2022,t71,3020
6/7/2022,t71,3837
6/7/2022,t71,3964
6/7/2022,t71,4045
6/7/2022,t71,4089
6/7/2022,t71,4238
6/7/2022,t71,4619
6/7/2022,t71,4781
6/7/2022,t71,4792
6/7/2022,t71,4747
6/7/2022,t71,5510
7/25/2022,t72,1067
7/25/2022,t72,3994
7/25/2022,t72,7314
7/25/2022,t72,7365
7/25/2022,t72,6232
7/25/2022,t72,6097
7/25/2022,t72,5635
7/25/2022,t72,5627
7/25/2022,t72,5600
7/25/2022,t72,1081
4/5/2023,t28,1031
4/5/2023,t28,1022
4/5/2023,t28,1020
4/5/2023,t28,1031
4/5/2023,t28,1090
4/5/2023,t28,2235
4/5/2023,t28,2529
4/5/2023,t28,2840
4/5/2023,t28,3790
4/5/2023,t28,4070
4/5/2023,t28,3695
4/5/2023,t28,4114
4/5/2023,t28,3751
4/5/2023,t28,4602
4/5/2023,t28,4682
4/5/2023,t28,4512
4/5/2023,t28,5531
4/5/2023,t28,5643
4/5/2023,t28,6744
4/5/2023,t28,6762
4/5/2023,t28,7201
4/5/2023,t28,6846
4/5/2023,t28,8914
4/5/2023,t28,8913
4/5/2023,t28,8975
4/5/2023,t28,9258
4/5/2023,t28,9071
4/5/2023,t28,9330
4/5/2023,t28,9676
4/5/2023,t28,9332
4/5/2023,t28,9373
4/5/2023,t66,561
4/5/2023,t66,671
4/5/2023,t66,765
4/5/2023,t66,1664
4/5/2023,t66,1741
4/5/2023,t66,1930
4/5/2023,t66,1782
4/5/2023,t66,2472
4/5/2023,t66,2802
4/5/2023,t66,3471
4/5/2023,t66,3428
4/5/2023,t66,4044
4/5/2023,t66,3487
4/5/2023,t66,4694
4/5/2023,t66,4696
4/5/2023,t66,5740
4/5/2023,t66,5780
4/5/2023,t66,5881
4/5/2023,t66,6728
4/5/2023,t66,7730
4/5/2023,t66,8770
4/5/2023,t66,6135
4/5/2023,t66,6205
4/5/2023,t66,9712
4/5/2023,t66,9715
4/5/2023,t66,8707
4/5/2023,t66,8733
4/5/2023,t66,8859
4/5/2023,t66,8802
4/5/2023,t66,9020
4/5/2023,t66,9730
4/5/2023,t26,611
4/5/2023,t26,653
4/5/2023,t26,701
4/5/2023,t26,890
4/5/2023,t26,751
4/5/2023,t26,752
4/5/2023,t26,1041
4/5/2023,t26,2100
4/5/2023,t26,2513
4/5/2023,t26,2223
4/5/2023,t26,4121
4/5/2023,t26,4073
4/5/2023,t26,3988
4/5/2023,t26,4084
4/5/2023,t26,4193
4/5/2023,t26,7496
4/5/2023,t26,7632
4/5/2023,t26,7409
4/5/2023,t26,7423
4/5/2023,t26,9901
4/5/2023,t26,8206
4/5/2023,t26,8200
4/6/2023,t27,603
4/6/2023,t27,1412
4/6/2023,t27,1404
4/6/2023,t27,1432
4/6/2023,t27,1405
4/6/2023,t27,1457
4/6/2023,t27,1767
4/6/2023,t27,1766
4/6/2023,t27,2051
4/6/2023,t27,1953
4/6/2023,t27,2130
4/6/2023,t27,2573
4/6/2023,t27,2574
4/6/2023,t27,4922
4/6/2023,t27,7220
4/6/2023,t27,6921
4/6/2023,t27,7457
4/6/2023,t27,7062
4/6/2023,t27,7069
4/6/2023,t27,7110
4/6/2023,t27,7391
4/6/2023,t27,9473
4/6/2023,t27,7761
4/6/2023,t27,7780
4/6/2023,t27,7805
4/6/2023,t27,7851
4/6/2023,t27,7908
4/6/2023,t27,9702
4/6/2023,t27,9749
4/6/2023,t27,9764
4/6/2023,t65,1080
4/6/2023,t65,3153
4/6/2023,t65,3144
4/6/2023,t65,3180
4/6/2023,t65,3187
4/6/2023,t65,4080
4/6/2023,t65,4190
4/6/2023,t65,4165
4/6/2023,t65,5120
4/6/2023,t65,5731
4/6/2023,t65,5800
4/6/2023,t65,6871
4/6/2023,t65,6888
4/6/2023,t65,7000
4/6/2023,t65,7601
4/6/2023,t65,7580
4/6/2023,t65,7702
4/6/2023,t65,7690
4/6/2023,t65,8051
4/6/2023,t65,9151
4/6/2023,t65,9141
4/6/2023,t65,9033
4/6/2023,t65,9073
4/6/2023,t65,9099
4/6/2023,t65,9192
4/6/2023,t65,9352
4/6/2023,t65,9128
4/6/2023,t65,9123
4/6/2023,t65,9141
4/6/2023,t65,9204
4/6/2023,t25,693
4/6/2023,t25,750
4/6/2023,t25,920
4/6/2023,t25,1350
4/6/2023,t25,1320
4/6/2023,t25,1680
4/6/2023,t25,1684
4/6/2023,t25,1360
4/6/2023,t25,1723
4/6/2023,t25,1781
4/6/2023,t25,1732
4/6/2023,t25,1430
4/6/2023,t25,1820
4/6/2023,t25,1834
4/6/2023,t25,2950
4/6/2023,t25,3665
4/6/2023,t25,4620
4/6/2023,t25,4807
4/6/2023,t25,5390
4/6/2023,t25,5370
4/6/2023,t25,5469
4/6/2023,t25,5566
4/6/2023,t25,7011
4/6/2023,t25,7031
4/6/2023,t25,7100
4/6/2023,t25,7719
4/6/2023,t25,7880
4/6/2023,t25,8388
4/6/2023,t25,8870
4/6/2023,t25,9900
4/6/2023,t7,162
4/6/2023,t7,290
4/6/2023,t7,310
4/6/2023,t7,305
4/6/2023,t7,350
4/6/2023,t7,377
4/6/2023,t7,2391
4/6/2023,t7,2520
4/6/2023,t7,3100
4/6/2023,t7,3200
4/6/2023,t7,4320
4/6/2023,t7,3685
4/6/2023,t7,3672
4/6/2023,t7,3715
4/6/2023,t7,3670
4/6/2023,t7,5220
4/6/2023,t7,3672
4/6/2023,t7,6360
4/6/2023,t7,3901
4/6/2023,t7,6530
4/6/2023,t7,6552
4/6/2023,t7,6661
4/6/2023,t7,4346
4/6/2023,t7,6735
4/6/2023,t7,4850
4/6/2023,t7,5630
4/6/2023,t7,6480
4/6/2023,t7,6483
4/6/2023,t7,6460
4/6/2023,t7,6560
4/6/2023,t7,6545
4/6/2023,t7,6590
4/6/2023,t7,6645
4/6/2023,t7,6637
4/6/2023,t7,6649
4/6/2023,t6,168
4/6/2023,t6,411
4/6/2023,t6,502
4/6/2023,t6,729
4/6/2023,t6,1950
4/6/2023,t6,2030
4/6/2023,t6,2150
4/6/2023,t6,3100
4/6/2023,t6,3341
4/6/2023,t6,3125
4/6/2023,t6,3180
4/6/2023,t6,3892
4/6/2023,t6,3255
4/6/2023,t6,3254
4/6/2023,t6,4222
4/6/2023,t6,3320
4/6/2023,t6,3335
4/6/2023,t6,4145
4/6/2023,t6,4215
4/6/2023,t6,6790
4/6/2023,t6,8905
4/6/2023,t6,9014
4/6/2023,t6,8690
4/6/2023,t6,8940
4/6/2023,t6,9397
4/6/2023,t6,9398
4/6/2023,t6,9421
4/6/2023,t6,9509
4/6/2023,t6,9388
4/6/2023,t6,9680
4/10/2023,t5,250
4/10/2023,t5,1301
4/10/2023,t5,1313
4/10/2023,t5,2060
4/10/2023,t5,2127
4/10/2023,t5,2870
4/10/2023,t5,2910
4/10/2023,t5,3472
4/10/2023,t5,3418
4/10/2023,t5,4020
4/10/2023,t5,4019
4/10/2023,t5,4031
4/10/2023,t5,4590
4/10/2023,t5,4082
4/10/2023,t5,4190
4/10/2023,t5,4589
4/10/2023,t5,4706
4/10/2023,t5,4701
4/10/2023,t5,5090
4/10/2023,t5,5585
4/10/2023,t5,6060
4/10/2023,t5,6057
4/10/2023,t5,6193
4/10/2023,t5,6167
4/10/2023,t5,6907
4/10/2023,t5,8960
4/10/2023,t5,8993
4/10/2023,t24,220
4/10/2023,t24,260
4/10/2023,t24,352
4/10/2023,t24,340
4/10/2023,t24,550
4/10/2023,t24,545
4/10/2023,t24,1135
4/10/2023,t24,1205
4/10/2023,t24,1204
4/10/2023,t24,1520
4/10/2023,t24,1790
4/10/2023,t24,1626
4/10/2023,t24,1983
4/10/2023,t24,2240
4/10/2023,t24,2497
4/10/2023,t24,2648
4/10/2023,t24,2780
4/10/2023,t24,2917
4/10/2023,t24,3077
4/10/2023,t24,3302
4/10/2023,t24,3599
4/10/2023,t24,3750
4/10/2023,t24,3783
4/10/2023,t24,3802
4/10/2023,t24,3860
4/10/2023,t24,3870
4/10/2023,t24,4298
4/10/2023,t24,4461
4/10/2023,t24,4160
4/10/2023,t24,4510
4/10/2023,t24,4450
4/10/2023,t24,4721
4/10/2023,t24,4812
4/10/2023,t24,4840
4/10/2023,t24,5302
4/10/2023,t24,5422
4/10/2023,t24,5498
4/10/2023,t24,5419
4/10/2023,t24,5476
4/10/2023,t24,5841
4/10/2023,t24,5564
4/10/2023,t24,5578
4/10/2023,t24,5632
4/10/2023,t24,5646
4/10/2023,t24,5736
4/10/2023,t24,5850
4/10/2023,t24,8095
4/10/2023,t24,8172
4/10/2023,t24,8213
4/10/2023,t24,7848
4/10/2023,t24,8549
4/10/2023,t24,7833
4/10/2023,t24,8783
4/20/2023,t11,210
4/20/2023,t11,145
4/20/2023,t11,396
4/20/2023,t11,1339
4/20/2023,t11,1056
4/20/2023,t11,1393
4/20/2023,t11,1430
4/20/2023,t11,1480
4/20/2023,t11,2412
4/20/2023,t11,2430
4/20/2023,t11,2521
4/20/2023,t11,2598
4/20/2023,t11,6470
4/20/2023,t11,7403
4/20/2023,t11,7450
4/20/2023,t11,9409
4/20/2023,t11,8793
4/20/2023,t11,8915
4/20/2023,t11,8916
4/20/2023,t11,9186
6/6/2023,t93,3489
6/6/2023,t93,3540
6/6/2023,t93,8468
6/6/2023,t93,9061
6/6/2023,t93,9317
6/6/2023,t93,9979
6/6/2023,t93,9974
6/6/2023,t93,7913
6/7/2023,t94,4850
6/8/2023,t97,1955
6/8/2023,t97,2061
6/8/2023,t97,4888
6/8/2023,t97,5537
6/13/2023,t95,7730
6/13/2023,t95,9667
6/13/2023,t95,8875
6/13/2023,t95,7207
6/13/2023,t95,7184
6/13/2023,t95,7007
6/14/2023,t96,
6/15/2023,t98,76
6/15/2023,t98,4560
6/15/2023,t98,8788
6/15/2023,t98,8855
6/20/2023,t99,4762
6/20/2023,t99,4778
6/20/2023,t99,6449
6/20/2023,t99,9037
6/20/2023,t99,7443
6/20/2023,t99,7208
6/20/2023,t99,7180
6/20/2023,t99,7172
6/20/2023,t99,7168
6/20/2023,t99,7120
6/20/2023,t99,385
4/11/2023,t73,
4/11/2023,t74,
4/11/2023,t72,
4/11/2023,t75,
4/11/2023,t76,
4/12/2023,t77,
4/12/2023,t78,
4/12/2023,t79,
4/12/2023,t16,
4/12/2023,t80,
4/13/2023,t15,
4/13/2023,t81,4450
4/13/2023,t81,4580
4/13/2023,t81,4596
4/13/2023,t81,4624
4/13/2023,t82,
4/13/2023,t83,
4/13/2023,t84,
4/20/2023,t29,1301
4/20/2023,t29,2735
4/20/2023,t29,3208
4/20/2023,t29,3570
4/20/2023,t29,3334
4/20/2023,t29,5361
4/20/2023,t29,5665
4/20/2023,t29,5771
4/20/2023,t29,5930
4/20/2023,t29,5862
4/20/2023,t29,5986
4/20/2023,t29,6070
4/20/2023,t29,6292
4/20/2023,t29,6801
4/20/2023,t29,7245
4/20/2023,t29,7432
4/20/2023,t29,8101
4/20/2023,t29,8306
4/20/2023,t29,8674
4/20/2023,t29,8470
4/20/2023,t29,9812
4/20/2023,t29,9880
4/20/2023,t12,321
4/20/2023,t12,322
4/20/2023,t12,270
4/20/2023,t12,394
4/20/2023,t12,352
4/20/2023,t12,557
4/20/2023,t12,652
4/20/2023,t12,692
4/20/2023,t12,693
4/20/2023,t12,642
4/20/2023,t12,780
4/20/2023,t12,894
4/20/2023,t12,1982
4/20/2023,t12,1981
4/20/2023,t12,2916
4/20/2023,t12,2994
4/20/2023,t12,6231
4/20/2023,t12,6583
4/20/2023,t12,6531
4/20/2023,t12,6557
4/20/2023,t12,6563
4/20/2023,t12,6914
4/20/2023,t12,6902
4/20/2023,t12,6918
4/20/2023,t12,6951
4/20/2023,t12,8051
4/20/2023,t12,9121
4/20/2023,t12,9191
4/20/2023,t12,9512
4/20/2023,t12,9682
4/20/2023,t30,1704
4/20/2023,t30,1761
4/20/2023,t30,1799
4/20/2023,t30,4558
4/20/2023,t30,4559
4/20/2023,t30,6480
4/20/2023,t30,6730
4/20/2023,t30,6280
4/20/2023,t30,7046
4/20/2023,t30,7202
4/20/2023,t30,8751
4/20/2023,t30,8752
4/20/2023,t30,9092
4/20/2023,t30,8889
4/21/2023,t31,193
4/21/2023,t31,782
4/21/2023,t31,824
4/21/2023,t31,1170
4/21/2023,t31,1327
4/21/2023,t31,1127
4/21/2023,t31,1111
4/21/2023,t31,1493
4/21/2023,t31,1510
4/21/2023,t31,1504
4/21/2023,t31,1546
4/21/2023,t31,1850
4/21/2023,t31,3352
4/21/2023,t31,3330
4/21/2023,t31,4117
4/21/2023,t31,4160
4/21/2023,t31,4207
4/21/2023,t31,4218
4/21/2023,t31,4222
4/21/2023,t31,4282
4/21/2023,t31,4732
4/21/2023,t31,9704
4/21/2023,t31,5279
4/21/2023,t31,6035
4/21/2023,t31,6000
4/21/2023,t85,5942
4/21/2023,t85,6110
4/21/2023,t85,6107
4/21/2023,t85,6055
4/21/2023,t85,7968
4/21/2023,t85,9099
4/21/2022,t86,1711
4/21/2023,t87,260
4/21/2023,t87,270
4/21/2023,t87,1443
4/21/2023,t87,2650
4/21/2023,t87,2804
4/21/2023,t87,9412
4/21/2023,t88,2928
4/21/2023,t88,4770
4/21/2023,t88,4792
4/21/2023,t88,6473
4/21/2023,t88,9423
4/21/2023,t88,9428
4/22/2023,t89,159
4/22/2023,t89,3402
4/22/2023,t89,5180
4/22/2023,t89,5758
4/22/2023,t90,1685
4/22/2023,t90,1770
4/22/2023,t90,1785
4/22/2023,t90,1793
4/22/2023,t90,2447
4/22/2023,t90,2462
4/22/2023,t90,2485
4/22/2023,t90,1820
4/22/2023,t90,2486
4/22/2023,t90,6823
4/22/2023,t90,6839
4/22/2023,t90,6838
4/22/2023,t91,1910
4/22/2023,t91,2110
4/22/2023,t91,2112
4/22/2023,t91,2118
4/22/2023,t91,4664
4/22/2023,t91,7735
4/22/2023,t91,8341
4/22/2023,t91,8350
4/22/2023,t91,8392
4/22/2023,t91,8401
4/22/2023,t91,8409
4/22/2023,t91,8421
4/22/2023,t91,8440
4/22/2023,t91,8439
4/22/2023,t92,451
4/22/2023,t92,565
4/22/2023,t92,566
4/22/2023,t92,611
4/22/2023,t92,1721
4/22/2023,t92,2723
4/22/2023,t92,2810
4/22/2023,t92,2870
4/22/2023,t92,3382
4/22/2023,t92,7658
4/22/2023,t92,7672
4/22/2023,t92,9261
4/22/2023,t92,9239
