date,transect,location_cm
5/10/2022,t35,870
5/10/2022,t35,1180
5/10/2022,t35,1185
5/10/2022,t35,1258
5/10/2022,t35,1882
5/10/2022,t35,2381
5/10/2022,t35,2455
5/10/2022,t35,2656
5/10/2022,t35,2772
5/10/2022,t35,2932
5/10/2022,t35,2930
5/10/2022,t35,2933
5/10/2022,t35,2940
5/10/2022,t35,2952
5/10/2022,t35,2993
5/10/2022,t35,3074
5/10/2022,t35,3122
5/10/2022,t35,3128
5/10/2022,t35,3138
5/10/2022,t35,3177
5/10/2022,t35,3110
5/10/2022,t35,3192
5/10/2022,t35,3304
5/10/2022,t35,4874
5/10/2022,t35,6519
5/10/2022,t35,6519
5/10/2022,t35,6568
5/10/2022,t35,6561
5/10/2022,t35,6633
5/10/2022,t35,6617
5/10/2022,t35,6686
5/10/2022,t35,6810
5/10/2022,t35,6935
5/10/2022,t35,6874
5/10/2022,t35,7107
5/10/2022,t35,7206
5/10/2022,t35,7266
5/10/2022,t35,7317
5/10/2022,t35,8472
5/10/2022,t35,8523
5/10/2022,t35,9994
5/11/2022,t36,458
5/11/2022,t36,505
5/11/2022,t36,503
5/11/2022,t36,1032
5/11/2022,t36,1156
5/11/2022,t36,1343
5/11/2022,t36,1474
5/11/2022,t36,1657
5/11/2022,t36,1698
5/11/2022,t36,1802
5/11/2022,t36,1802
5/11/2022,t36,1820
5/11/2022,t36,2362
5/11/2022,t36,2842
5/11/2022,t36,3870
5/11/2022,t36,4482
5/11/2022,t36,4568
5/11/2022,t36,4522
5/11/2022,t36,4664
5/11/2022,t36,4838
5/11/2022,t36,4909
5/11/2022,t36,4946
5/11/2022,t36,5731
5/11/2022,t36,6619
5/11/2022,t36,6673
5/11/2022,t36,6663
5/11/2022,t36,6715
5/11/2022,t36,8201
5/11/2022,t36,8673
5/11/2022,t36,8706
5/11/2022,t36,8753
5/11/2022,t37,70
5/11/2022,t37,444
5/11/2022,t37,496
5/11/2022,t37,489
5/11/2022,t37,615
5/11/2022,t37,706
5/11/2022,t37,978
5/11/2022,t37,1109
5/11/2022,t37,1132
5/11/2022,t37,1176
5/11/2022,t37,2376
5/11/2022,t37,2913
5/11/2022,t37,2977
5/11/2022,t37,3061
5/11/2022,t37,3084
5/11/2022,t37,2999
5/11/2022,t37,3072
5/11/2022,t37,3115
5/11/2022,t37,3135
5/11/2022,t37,3156
5/11/2022,t37,3159
5/11/2022,t37,3114
5/11/2022,t37,3191
5/11/2022,t37,3191
5/11/2022,t37,3173
5/11/2022,t37,3220
5/11/2022,t37,3442
5/11/2022,t37,3930
5/11/2022,t37,5534
5/11/2022,t37,5678
5/11/2022,t37,5726
5/11/2022,t37,5779
5/11/2022,t37,5804
5/11/2022,t37,6260
5/11/2022,t37,8249
5/11/2022,t37,8774
5/11/2022,t37,8983
5/11/2022,t37,9266
5/11/2022,t37,9327
5/11/2022,t37,9352
5/11/2022,t37,9558
5/11/2022,t37,7114
5/11/2022,t37,5985
5/11/2022,t37,5755
5/11/2022,t37,5700
5/11/2022,t37,5279
5/12/2022,t38,1779
5/12/2022,t38,1807
5/12/2022,t38,1878
5/12/2022,t38,1820
5/12/2022,t38,2094
5/12/2022,t38,3463
5/12/2022,t38,4069
5/12/2022,t38,4027
5/12/2022,t38,4292
5/12/2022,t38,4511
5/12/2022,t38,4580
5/12/2022,t38,5204
5/12/2022,t38,5244
5/12/2022,t38,5194
5/12/2022,t38,5293
5/12/2022,t38,5308
5/12/2022,t38,5348
5/12/2022,t38,5320
5/12/2022,t38,5417
5/12/2022,t38,5467
5/12/2022,t38,5468
5/12/2022,t38,5785
5/12/2022,t38,5766
5/12/2022,t38,5789
5/12/2022,t38,6215
5/12/2022,t38,6317
5/12/2022,t38,6373
5/12/2022,t38,6444
5/12/2022,t38,6636
5/12/2022,t38,6642
5/12/2022,t38,6693
5/12/2022,t38,6720
5/12/2022,t38,6734
5/12/2022,t38,6732
5/12/2022,t38,6729
5/12/2022,t38,6757
5/12/2022,t38,6750
5/12/2022,t38,6787
5/12/2022,t38,6816
5/12/2022,t38,6889
5/12/2022,t38,7024
5/12/2022,t38,7495
5/12/2022,t38,9081
5/12/2022,t38,9563
5/12/2022,t38,9754
5/12/2022,t39,20
5/12/2022,t39,390
5/12/2022,t39,483
5/12/2022,t39,486
5/12/2022,t39,1534
5/12/2022,t39,1593
5/12/2022,t39,1612
5/12/2022,t39,1706
5/12/2022,t39,1781
5/12/2022,t39,1796
5/12/2022,t39,1781
5/12/2022,t39,1796
5/12/2022,t39,2330
5/12/2022,t39,2453
5/12/2022,t39,2462
5/12/2022,t39,4626
5/12/2022,t39,4649
5/12/2022,t39,4674
5/12/2022,t39,4686
5/12/2022,t39,4735
5/12/2022,t39,4809
5/12/2022,t39,5494
5/12/2022,t39,5696
5/12/2022,t39,5706
5/12/2022,t39,5893
5/12/2022,t39,6034
5/12/2022,t39,6054
5/12/2022,t39,6281
5/12/2022,t39,6287
5/12/2022,t39,6294
5/12/2022,t39,6380
5/12/2022,t39,6411
5/12/2022,t39,6556
5/12/2022,t39,8046
5/12/2022,t39,8083
5/12/2022,t39,8135
5/12/2022,t39,8174
5/12/2022,t39,9551
5/12/2022,t39,9677
5/12/2022,t39,9864
5/12/2022,t39,9867
5/12/2022,t39,9923
5/12/2022,t39,9907
5/12/2022,t40,179
5/12/2022,t40,179
5/12/2022,t40,203
5/12/2022,t40,248
5/12/2022,t40,298
5/12/2022,t40,3710
5/12/2022,t40,3773
5/12/2022,t40,3795
5/12/2022,t40,3800
5/12/2022,t40,3794
5/12/2022,t40,3822
5/12/2022,t40,3824
5/12/2022,t40,3803
5/12/2022,t40,3826
5/12/2022,t40,3850
5/12/2022,t40,3905
5/12/2022,t40,3920
5/12/2022,t40,3938
5/12/2022,t40,3948
5/12/2022,t40,3930
5/12/2022,t40,3942
5/12/2022,t40,3970
5/12/2022,t40,4002
5/12/2022,t40,4017
5/12/2022,t40,4112
5/12/2022,t40,4526
5/12/2022,t40,5069
5/12/2022,t40,5291
5/12/2022,t40,6382
5/12/2022,t40,6879
5/12/2022,t40,6929
5/12/2022,t40,7921
5/12/2022,t40,8010
5/12/2022,t40,8367
5/12/2022,t40,8454
5/12/2022,t40,8705
5/12/2022,t40,8802
5/12/2022,t40,9201
5/12/2022,t40,9270
5/12/2022,t40,9340
5/12/2022,t40,9353
5/12/2022,t40,9384
5/12/2022,t40,9519
5/12/2022,t40,9684
5/12/2022,t40,9776
5/12/2022,t40,9816
5/13/2022,t41,466
5/13/2022,t41,568
5/13/2022,t41,614
5/13/2022,t41,615
5/13/2022,t41,1806
5/13/2022,t41,2381
5/13/2022,t41,2677
5/13/2022,t41,2838
5/13/2022,t41,2937
5/13/2022,t41,2916
5/13/2022,t41,2930
5/13/2022,t41,2995
5/13/2022,t41,3397
5/13/2022,t41,3440
5/13/2022,t41,3543
5/13/2022,t41,4077
5/13/2022,t41,4926
5/13/2022,t41,4977
5/13/2022,t41,5692
5/13/2022,t41,5832
5/13/2022,t41,5835
5/13/2022,t41,6809
5/13/2022,t41,8907
5/13/2022,t41,9377
5/13/2022,t41,9382
5/13/2022,t41,9582
5/16/2022,t42,11
5/16/2022,t42,1016
5/16/2022,t42,1087
5/16/2022,t42,1159
5/16/2022,t42,1221
5/16/2022,t42,1217
5/16/2022,t42,1262
5/16/2022,t42,1283
5/16/2022,t42,1312
5/16/2022,t42,1294
5/16/2022,t42,1742
5/16/2022,t42,1830
5/16/2022,t42,2045
5/16/2022,t42,2114
5/16/2022,t42,2131
5/16/2022,t42,5100
5/16/2022,t42,5142
5/16/2022,t42,5221
5/16/2022,t42,5239
5/16/2022,t42,5259
5/16/2022,t42,5283
5/16/2022,t42,5384
5/16/2022,t42,5328
5/16/2022,t42,5548
5/16/2022,t42,5707
5/16/2022,t42,5741
5/16/2022,t42,6248
5/16/2022,t42,6322
5/16/2022,t42,6555
5/16/2022,t42,6555
5/16/2022,t42,8968
5/16/2022,t42,9037
5/16/2022,t42,9115
5/16/2022,t42,9130
5/16/2022,t42,9136
5/16/2022,t42,9288
5/16/2022,t42,9330
5/16/2022,t42,9347
5/16/2022,t42,9402
5/16/2022,t42,9482
5/16/2022,t42,9493
5/16/2022,t42,9965
5/16/2022,t43,82
5/16/2022,t43,204
5/16/2022,t43,252
5/16/2022,t43,317
5/16/2022,t43,318
5/16/2022,t43,366
5/16/2022,t43,548
5/16/2022,t43,1021
5/16/2022,t43,1054
5/16/2022,t43,1061
5/16/2022,t43,1065
5/16/2022,t43,1105
5/16/2022,t43,1142
5/16/2022,t43,1166
5/16/2022,t43,1238
5/16/2022,t43,1332
5/16/2022,t43,1609
5/16/2022,t43,1974
5/16/2022,t43,1978
5/16/2022,t43,2001
5/16/2022,t43,2023
5/16/2022,t43,2082
5/16/2022,t43,2060
5/16/2022,t43,2122
5/16/2022,t43,2090
5/16/2022,t43,2166
5/16/2022,t43,2200
5/16/2022,t43,2300
5/16/2022,t43,2986
5/16/2022,t43,3016
5/16/2022,t43,3026
5/16/2022,t43,3138
5/16/2022,t43,3459
5/16/2022,t43,3463
5/16/2022,t43,3501
5/16/2022,t43,3534
5/16/2022,t43,3577
5/16/2022,t43,3590
5/16/2022,t43,3992
5/16/2022,t43,3986
5/16/2022,t43,4493
5/16/2022,t43,4622
5/16/2022,t43,4620
5/16/2022,t43,5517
5/16/2022,t43,5514
5/16/2022,t43,5573
5/16/2022,t43,6237
5/16/2022,t43,6695
5/16/2022,t43,7027
5/16/2022,t43,7294
5/16/2022,t43,7250
5/16/2022,t43,9260
5/16/2022,t43,9297
5/16/2022,t43,9377
5/16/2022,t43,9465
5/16/2022,t43,9761
5/16/2022,t44,695
5/16/2022,t44,782
5/16/2022,t44,821
5/16/2022,t44,1150
5/16/2022,t44,1180
5/16/2022,t44,1198
5/16/2022,t44,1197
5/16/2022,t44,1252
5/16/2022,t44,2207
5/16/2022,t44,2172
5/16/2022,t44,2265
5/16/2022,t44,2352
5/16/2022,t44,2419
5/16/2022,t44,4118
5/16/2022,t44,4187
5/16/2022,t44,4373
5/16/2022,t44,4559
5/16/2022,t44,4631
5/16/2022,t44,4626
5/16/2022,t44,5998
5/16/2022,t44,6327
5/16/2022,t44,6310
5/16/2022,t44,7332
5/16/2022,t44,7358
5/16/2022,t44,7641
5/16/2022,t44,7768
5/16/2022,t44,7697
5/17/2022,t45,867
5/17/2022,t45,1044
5/17/2022,t45,1232
5/17/2022,t45,1641
5/17/2022,t45,1902
5/17/2022,t45,2059
5/17/2022,t45,2086
5/17/2022,t45,2313
5/17/2022,t45,2385
5/17/2022,t45,2509
5/17/2022,t45,3782
5/17/2022,t45,3944
5/17/2022,t45,3977
5/17/2022,t45,4370
5/17/2022,t45,5540
5/17/2022,t45,5593
5/17/2022,t45,5796
5/17/2022,t45,5931
5/17/2022,t45,6015
5/17/2022,t45,6511
5/17/2022,t45,6819
5/17/2022,t45,7343
5/17/2022,t45,7394
5/17/2022,t45,7402
5/17/2022,t45,7434
5/17/2022,t45,7433
5/17/2022,t45,7623
5/17/2022,t45,8509
5/17/2022,t45,8550
5/17/2022,t46,551
5/17/2022,t46,764
5/17/2022,t46,1023
5/17/2022,t46,1189
5/17/2022,t46,1395
5/17/2022,t46,1664
5/17/2022,t46,1708
5/17/2022,t46,1629
5/17/2022,t46,1704
5/17/2022,t46,2112
5/17/2022,t46,2203
5/17/2022,t46,2400
5/17/2022,t46,2501
5/17/2022,t46,2543
5/17/2022,t46,2555
5/17/2022,t46,2593
5/17/2022,t46,2608
5/17/2022,t46,2908
5/17/2022,t46,4215
5/17/2022,t46,4305
5/17/2022,t46,4332
5/17/2022,t46,4347
5/17/2022,t46,4310
5/17/2022,t46,4327
5/17/2022,t46,4378
5/17/2022,t46,4413
5/17/2022,t46,5516
5/17/2022,t46,5426
5/17/2022,t46,5596
5/17/2022,t46,6423
5/17/2022,t46,6440
5/17/2022,t46,6448
5/17/2022,t46,6445
5/17/2022,t46,6483
5/17/2022,t46,6475
5/17/2022,t46,6489
5/17/2022,t46,6499
5/17/2022,t46,6541
5/17/2022,t46,6602
5/17/2022,t46,6608
5/17/2022,t46,6636
5/17/2022,t46,7443
5/17/2022,t46,8177
5/17/2022,t46,8482
5/17/2022,t46,8545
5/17/2022,t46,8562
5/17/2022,t46,9071
5/17/2022,t46,9209
5/17/2022,t46,9307
5/17/2022,t46,9330
5/17/2022,t47,659
5/17/2022,t47,699
5/17/2022,t47,769
5/17/2022,t47,7415
5/17/2022,t47,7444
5/17/2022,t47,7419
5/17/2022,t47,7449
5/17/2022,t47,7450
5/17/2022,t47,7474
5/17/2022,t47,7475
5/17/2022,t47,8670
5/17/2022,t47,8783
5/17/2022,t47,8783
5/17/2022,t47,8927
5/17/2022,t47,9495
5/17/2022,t47,4710
5/17/2022,t47,2060
5/17/2022,t47,2029
5/17/2022,t47,2005
5/17/2022,t47,1971
5/17/2022,t47,1959
5/17/2022,t47,1135
5/17/2022,t47,911
5/17/2022,t47,824
5/17/2022,t47,820
5/17/2022,t47,800
5/17/2022,t47,2035
5/18/2022,t48,334
5/18/2022,t48,331
5/18/2022,t48,795
5/18/2022,t48,838
5/18/2022,t48,940
5/18/2022,t48,823
5/18/2022,t48,834
5/18/2022,t48,805
5/18/2022,t48,837
5/18/2022,t48,848
5/18/2022,t48,851
5/18/2022,t48,857
5/18/2022,t48,868
5/18/2022,t48,885
5/18/2022,t48,1055
5/18/2022,t48,1162
5/18/2022,t48,1415
5/18/2022,t48,1476
5/18/2022,t48,1737
5/18/2022,t48,2440
5/18/2022,t48,2384
5/18/2022,t48,2467
5/18/2022,t48,2600
5/18/2022,t48,2683
5/18/2022,t48,2791
5/18/2022,t48,2809
5/18/2022,t48,2810
5/18/2022,t48,2823
5/18/2022,t48,3580
5/18/2022,t48,3607
5/18/2022,t48,4828
5/18/2022,t48,7108
5/18/2022,t48,7167
5/18/2022,t48,7143
5/18/2022,t48,7188
5/18/2022,t48,7192
5/18/2022,t48,7570
5/18/2022,t48,7772
5/18/2022,t48,7785
5/18/2022,t48,7853
5/18/2022,t48,8803
5/18/2022,t48,8868
5/18/2022,t48,8951
5/18/2022,t48,9733
5/18/2022,t48,9734
5/18/2022,t48,9839
5/18/2022,t48,9869
5/18/2022,t48,9916
5/18/2022,t49,54
5/18/2022,t49,100
5/18/2022,t49,289
5/18/2022,t49,291
5/18/2022,t49,334
5/18/2022,t49,339
5/18/2022,t49,349
5/18/2022,t49,468
5/18/2022,t49,552
5/18/2022,t49,594
5/18/2022,t49,703
5/18/2022,t49,737
5/18/2022,t49,1671
5/18/2022,t49,1751
5/18/2022,t49,1850
5/18/2022,t49,2596
5/18/2022,t49,5577
5/18/2022,t49,5905
5/18/2022,t49,6242
5/18/2022,t49,6655
5/18/2022,t49,6675
5/18/2022,t49,7125
5/18/2022,t49,7164
5/18/2022,t49,7286
5/18/2022,t49,8109
5/18/2022,t49,9524
5/18/2022,t49,9996
5/18/2022,t49,9989
5/18/2022,t49,9993
5/18/2022,t50,72
5/18/2022,t50,170
5/18/2022,t50,291
5/18/2022,t50,294
5/18/2022,t50,405
5/18/2022,t50,539
5/18/2022,t50,3654
5/18/2022,t50,3683
5/18/2022,t50,4188
5/18/2022,t50,4490
5/18/2022,t50,4464
5/18/2022,t50,4716
5/18/2022,t50,4728
5/18/2022,t50,4837
5/18/2022,t50,4895
5/18/2022,t50,5134
5/18/2022,t50,5484
5/18/2022,t50,6118
5/18/2022,t50,7349
5/18/2022,t50,7364
5/18/2022,t50,7417
5/18/2022,t50,7433
5/18/2022,t50,7440
5/18/2022,t50,7970
5/18/2022,t50,8285
5/18/2022,t50,8325
5/18/2022,t50,8490
5/18/2022,t50,8664
5/19/2022,t51,79
5/19/2022,t51,308
5/19/2022,t51,504
5/19/2022,t51,557
5/19/2022,t51,660
5/19/2022,t51,718
5/19/2022,t51,784
5/19/2022,t51,1662
5/19/2022,t51,1752
5/19/2022,t51,1793
5/19/2022,t51,1856
5/19/2022,t51,1894
5/19/2022,t51,1914
5/19/2022,t51,1928
5/19/2022,t51,1952
5/19/2022,t51,2152
5/19/2022,t51,3919
5/19/2022,t51,5093
5/19/2022,t51,5100
5/19/2022,t51,5139
5/19/2022,t51,5145
5/19/2022,t51,5172
5/19/2022,t51,5179
5/19/2022,t51,5192
5/19/2022,t51,5258
5/19/2022,t51,5299
5/19/2022,t51,5324
5/19/2022,t51,5318
5/19/2022,t51,5297
5/19/2022,t51,5302
5/19/2022,t51,5310
5/19/2022,t51,5350
5/19/2022,t51,5353
5/19/2022,t51,5375
5/19/2022,t51,5357
5/19/2022,t51,5393
5/19/2022,t51,5428
5/19/2022,t51,5453
5/19/2022,t51,5803
5/19/2022,t51,5822
5/19/2022,t51,5820
5/19/2022,t51,6226
5/19/2022,t51,6353
5/19/2022,t51,6360
5/19/2022,t51,6420
5/19/2022,t51,7804
5/19/2022,t51,8042
5/19/2022,t51,8080
5/19/2022,t51,8205
5/19/2022,t51,8258
5/19/2022,t51,8570
5/19/2022,t51,8579
5/19/2022,t51,9121
5/19/2022,t51,9182
5/19/2022,t51,9263
5/19/2022,t51,9282
5/19/2022,t51,9350
5/19/2022,t52,2107
5/19/2022,t52,2168
5/19/2022,t52,2243
5/19/2022,t52,2296
5/19/2022,t52,2302
5/19/2022,t52,2343
5/19/2022,t52,2354
5/19/2022,t52,2328
5/19/2022,t52,2371
5/19/2022,t52,6002
5/19/2022,t52,6161
5/19/2022,t52,6149
5/19/2022,t52,6152
5/19/2022,t52,6178
5/19/2022,t52,6621
5/19/2022,t52,6798
5/19/2022,t52,6818
5/19/2022,t52,6832
5/19/2022,t52,6875
5/19/2022,t52,6775
5/19/2022,t52,6883
5/19/2022,t52,6909
5/19/2022,t52,6982
5/19/2022,t52,6991
5/19/2022,t52,7423
5/19/2022,t52,7464
5/19/2022,t52,7937
5/19/2022,t52,7977
5/19/2022,t52,8006
5/19/2022,t52,8021
5/19/2022,t52,8026
5/19/2022,t52,8047
5/19/2022,t52,8050
5/19/2022,t52,8093
5/19/2022,t52,8124
5/19/2022,t52,8134
5/19/2022,t52,8160
5/19/2022,t52,8163
5/19/2022,t52,8146
5/19/2022,t52,8159
5/19/2022,t52,8224
5/24/2022,t53,486
5/24/2022,t53,490
5/24/2022,t53,510
5/24/2022,t53,522
5/24/2022,t53,525
5/24/2022,t53,3613
5/24/2022,t53,3754
5/24/2022,t53,8001
5/24/2022,t53,8028
5/24/2022,t53,8052
5/24/2022,t53,8130
5/24/2022,t53,8195
5/24/2022,t53,8787
5/24/2022,t53,8898
5/24/2022,t53,9841
5/24/2022,t53,9791
5/24/2022,t53,9788
5/24/2022,t53,9777
5/24/2022,t53,9763
5/24/2022,t53,9750
5/24/2022,t53,9721
5/24/2022,t53,9706
5/24/2022,t53,8817
5/24/2022,t53,8810
5/24/2022,t53,8449
5/24/2022,t53,7659
5/24/2022,t53,7437
5/24/2022,t53,7411
5/24/2022,t53,7194
5/24/2022,t53,7067
5/24/2022,t53,4320
5/24/2022,t53,4291
5/24/2022,t53,3982
5/24/2022,t53,3960
5/24/2022,t53,3340
5/24/2022,t53,2981
5/24/2022,t53,2964
5/24/2022,t53,1072
5/24/2022,t54,736
5/24/2022,t54,1062
5/24/2022,t54,1109
5/24/2022,t54,1225
5/24/2022,t54,1263
5/24/2022,t54,1252
5/24/2022,t54,1276
5/24/2022,t54,1572
5/24/2022,t54,1638
5/24/2022,t54,1740
5/24/2022,t54,1745
5/24/2022,t54,1909
5/24/2022,t54,2370
5/24/2022,t54,2953
5/24/2022,t54,3056
5/24/2022,t54,3097
5/24/2022,t54,3876
5/24/2022,t54,3928
5/24/2022,t54,4132
5/24/2022,t54,4792
5/24/2022,t54,4802
5/24/2022,t54,4859
5/24/2022,t54,4907
5/24/2022,t54,4867
5/24/2022,t54,4911
5/24/2022,t54,4982
5/24/2022,t54,5540
5/24/2022,t54,5565
5/24/2022,t54,5604
5/24/2022,t54,5622
5/24/2022,t54,5655
5/24/2022,t54,5675
5/24/2022,t54,5672
5/24/2022,t54,5662
5/24/2022,t54,5681
5/24/2022,t54,5685
5/24/2022,t54,5708
5/24/2022,t54,5722
5/24/2022,t54,5735
5/24/2022,t54,5990
5/24/2022,t54,6015
5/24/2022,t54,6058
5/24/2022,t54,6395
5/24/2022,t54,6448
5/24/2022,t54,6509
5/24/2022,t54,6786
5/24/2022,t54,6839
5/24/2022,t54,6874
5/24/2022,t54,6881
5/24/2022,t54,6871
5/24/2022,t54,6911
5/24/2022,t54,8261
5/24/2022,t54,8727
5/24/2022,t54,8893
5/25/2022,t55,387
5/25/2022,t55,1006
5/25/2022,t55,1686
5/25/2022,t55,2166
5/25/2022,t55,2505
5/25/2022,t55,2610
5/25/2022,t55,2612
5/25/2022,t55,3211
5/25/2022,t55,3253
5/25/2022,t55,3257
5/25/2022,t55,3261
5/25/2022,t55,3278
5/25/2022,t55,3199
5/25/2022,t55,3364
5/25/2022,t55,3367
5/25/2022,t55,3345
5/25/2022,t55,3770
5/25/2022,t55,4056
5/25/2022,t55,4061
5/25/2022,t55,3998
5/25/2022,t55,4095
5/25/2022,t55,4104
5/25/2022,t55,5627
5/25/2022,t55,5667
5/25/2022,t55,5729
5/25/2022,t55,6015
5/25/2022,t55,6005
5/25/2022,t55,6051
5/25/2022,t55,6283
5/25/2022,t55,6493
5/25/2022,t55,7016
5/25/2022,t55,7090
5/25/2022,t56,200
5/25/2022,t56,322
5/25/2022,t56,485
5/25/2022,t56,567
5/25/2022,t56,659
5/25/2022,t56,702
5/25/2022,t56,729
5/25/2022,t56,742
5/25/2022,t56,769
5/25/2022,t56,805
5/25/2022,t56,1250
5/25/2022,t56,1350
5/25/2022,t56,1486
5/25/2022,t56,1486
5/25/2022,t56,2354
5/25/2022,t56,2552
5/25/2022,t56,2652
5/25/2022,t56,2663
5/25/2022,t56,2684
5/25/2022,t56,2871
5/25/2022,t56,2945
5/25/2022,t56,3001
5/25/2022,t56,3229
5/25/2022,t56,3652
5/25/2022,t56,4363
5/25/2022,t56,4393
5/25/2022,t56,4310
5/25/2022,t56,4423
5/25/2022,t56,4405
5/25/2022,t56,4426
5/25/2022,t56,4432
5/25/2022,t56,4434
5/25/2022,t56,4544
5/25/2022,t56,4549
5/25/2022,t56,5632
5/25/2022,t56,5778
5/25/2022,t56,5713
5/25/2022,t56,5781
5/25/2022,t56,5736
5/25/2022,t56,5904
5/25/2022,t56,5755
5/25/2022,t56,5838
5/25/2022,t56,5850
5/25/2022,t56,6126
5/25/2022,t56,6404
5/25/2022,t56,8223
5/25/2022,t56,8380
5/25/2022,t56,8476
5/25/2022,t56,8583
5/25/2022,t56,8939
5/25/2022,t56,9292
5/25/2022,t56,9295
5/25/2022,t56,9308
5/25/2022,t56,9341
5/25/2022,t56,9360
5/25/2022,t56,9363
5/25/2022,t56,9446
5/25/2022,t56,9500
5/25/2022,t56,9608
5/25/2022,t56,9686
5/25/2022,t56,9703
5/25/2022,t56,9786
5/25/2022,t57,281
5/25/2022,t57,422
5/25/2022,t57,1033
5/25/2022,t57,1033
5/25/2022,t57,1034
5/25/2022,t57,1118
5/25/2022,t57,1150
5/25/2022,t57,1189
5/25/2022,t57,1208
5/25/2022,t57,1220
5/25/2022,t57,1239
5/25/2022,t57,1250
5/25/2022,t57,1270
5/25/2022,t57,1287
5/25/2022,t57,4458
5/25/2022,t57,4485
5/25/2022,t57,4499
5/25/2022,t57,4719
5/25/2022,t57,5126
5/25/2022,t57,5180
5/25/2022,t57,6960
5/25/2022,t57,7980
5/25/2022,t57,7368
5/25/2022,t57,7486
5/25/2022,t57,7610
5/30/2022,t58,1233
5/30/2022,t58,1357
5/30/2022,t58,1442
5/30/2022,t58,1448
5/30/2022,t58,1625
5/30/2022,t58,2025
5/30/2022,t58,3037
5/30/2022,t58,3776
5/30/2022,t58,4315
5/30/2022,t58,4304
5/30/2022,t58,4732
5/30/2022,t58,4761
5/30/2022,t58,7424
5/30/2022,t58,7551
5/30/2022,t58,7581
5/30/2022,t58,7679
5/30/2022,t58,7682
5/30/2022,t58,8976
5/30/2022,t58,8977
5/30/2022,t58,9018
5/30/2022,t58,9032
5/30/2022,t58,9053
5/30/2022,t58,9131
5/30/2022,t58,9973
5/30/2022,t59,33
5/30/2022,t59,39
5/30/2022,t59,50
5/30/2022,t59,108
5/30/2022,t59,660
5/30/2022,t59,679
5/30/2022,t59,711
5/30/2022,t59,1585
5/30/2022,t59,1588
5/30/2022,t59,1714
5/30/2022,t59,1716
5/30/2022,t59,1723
5/30/2022,t59,1721
5/30/2022,t59,1753
5/30/2022,t59,1818
5/30/2022,t59,1823
5/30/2022,t59,1832
5/30/2022,t59,1835
5/30/2022,t59,1834
5/30/2022,t59,1853
5/30/2022,t59,2447
5/30/2022,t59,3010
5/30/2022,t59,3077
5/30/2022,t59,3670
5/30/2022,t59,6131
5/30/2022,t59,7024
5/30/2022,t59,6999
5/30/2022,t59,7093
5/30/2022,t59,7560
5/30/2022,t59,7659
5/30/2022,t59,8773
5/30/2022,t59,8905
5/30/2022,t59,9062
5/30/2022,t59,9165
5/30/2022,t59,9327
5/30/2022,t59,9393
5/30/2022,t59,9409
5/30/2022,t60,284
5/30/2022,t60,343
5/30/2022,t60,434
5/30/2022,t60,442
5/30/2022,t60,565
5/30/2022,t60,461
5/30/2022,t60,562
5/30/2022,t60,584
5/30/2022,t60,577
5/30/2022,t60,632
5/30/2022,t60,690
5/30/2022,t60,702
5/30/2022,t60,1006
5/30/2022,t60,1041
5/30/2022,t60,1190
5/30/2022,t60,1257
5/30/2022,t60,1370
5/30/2022,t60,1922
5/30/2022,t60,1931
5/30/2022,t60,2003
5/30/2022,t60,2181
5/30/2022,t60,2196
5/30/2022,t60,2260
5/30/2022,t60,2276
5/30/2022,t60,2339
5/30/2022,t60,2359
5/30/2022,t60,2413
5/30/2022,t60,2444
5/30/2022,t60,2450
5/30/2022,t60,2470
5/30/2022,t60,2491
5/30/2022,t60,2656
5/30/2022,t60,2684
5/30/2022,t60,2805
5/30/2022,t60,2810
5/30/2022,t60,2848
5/30/2022,t60,2855
5/30/2022,t60,2867
5/30/2022,t60,2871
5/30/2022,t60,2832
5/30/2022,t60,2923
5/30/2022,t60,2922
5/30/2022,t60,2989
5/30/2022,t60,2989
5/30/2022,t60,3031
5/30/2022,t60,3227
5/30/2022,t60,3798
5/30/2022,t60,3843
5/30/2022,t60,3891
5/30/2022,t60,3866
5/30/2022,t60,4161
5/30/2022,t60,4821
5/30/2022,t60,4792
5/30/2022,t60,5320
5/30/2022,t60,5483
5/30/2022,t60,5483
5/30/2022,t60,5526
5/30/2022,t60,5512
5/30/2022,t60,7708
5/30/2022,t60,7716
5/30/2022,t60,7726
5/30/2022,t60,7765
5/30/2022,t60,7810
5/30/2022,t60,7869
5/30/2022,t60,9186
5/30/2022,t60,9191
5/30/2022,t60,9277
5/30/2022,t60,9261
5/30/2022,t60,9294
5/30/2022,t60,9345
5/30/2022,t60,9306
5/30/2022,t60,9374
5/30/2022,t60,9496
5/30/2022,t60,9540
5/30/2022,t60,9988
5/31/2022,t61,516
5/31/2022,t61,504
5/31/2022,t61,590
5/31/2022,t61,605
5/31/2022,t61,635
5/31/2022,t61,665
5/31/2022,t61,675
5/31/2022,t61,739
5/31/2022,t61,843
5/31/2022,t61,876
5/31/2022,t61,1270
5/31/2022,t61,1163
5/31/2022,t61,1518
5/31/2022,t61,1524
5/31/2022,t61,1604
5/31/2022,t61,1705
5/31/2022,t61,1782
5/31/2022,t61,1779
5/31/2022,t61,1818
5/31/2022,t61,2107
5/31/2022,t61,2546
5/31/2022,t61,2685
5/31/2022,t61,2944
5/31/2022,t61,2970
5/31/2022,t61,3003
5/31/2022,t61,3150
5/31/2022,t61,3215
